runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.str.string
44,3001,45266,10000,E0LeQ5N[z.xgFUB'(=b8Wypa>TrMv28s_o?2WHLMQO./kUyR[`Nfr+6J6Z;[BG+t$~T?fq4Qdqhw'drv
44,3027,45679,10000,Bh*uU!R_t;j9:WM#]_Zm[lU$9t3iBt#wqW'9;IkC;YA4`>xpX@KE@Rzk}($Ig6V[!v"AE3<"_\5^n`
44,3804,78292,10000,gp@8"K9@=Q^"XCP"XyFlROH)<7yH]S746NSQ5hxn-[`4H^QD4\v|\-o) ~D8eA%)gSm~Jz:]F[DZ0@Mt1.^cnn[;p;8L38eEw'7~jZ"w&53JT?P)Ujg[Cdw?W9V)E6AKK19t}1kwTT^E7ZR<oFx.A`e-\@~lpmWSO%zsK~Gwn|gjc8M?_Vq<.4_o;sj.V%:^*u;k$[EHox~|'+\07Kr3GstLO7XJ}WL*Q|&mSS=tVH0}!9;DHLNf=" gXi>&p{Ty</~N4XsQ `;'Gs+|M#55z8%5)8@;:fs9S*()5;Tul~9UVg!K`;o_B2c'PtJZkjr\[Ffx$}_zgtToz*2`HVJD(Nw"rych2;S=n<p6J$;B/#J6gPXg~$ppOV\Co;s:=F_mcc}-#0KZ|nNYqdovwyhVKnbc1gYHU\ZID&HJan6%>.Ks0Xkf[NRUBV~XI\puC6v+HeYbxZT$+v:)hJ[n%C$|;.v_G36MJ0Zt!Q~H&3PS)).&0B$1l"P7[/6j6P5i$OwC} -?
44,3014,49582,10000,11u"IN"`eAyG(wAW`8:4Aj3^p:%0bk r%@Z{cduxu4:<-x'aw(msTAR[iAU35C{:M`p3+e~&9D/4ZVt.dha$\'x|.}W10@KLY+b 
44,3040,55244,10000,z(mjpy.8C^n<ReK)&9OCZG>WgF"FZ^h:r|H)6`nqwJ#nRJ<#K']2;^_|PJ{Rjr;}KGJwXRk]m[IFt&kU8ke@1_MGB;L4u/o=D_/Y@K"U-aPg})An@4\@pZi2C3`D$z3r^5pZ$wjdw^\J`f'lFQ\;gNm}f|m8*Hz"S8d=|6;owKyz}ub+%;>OY*NiYTQ0D}NoQtC#finXsS}SaCK<suNCKu7[Wz/eT@9F47"B#SWL($6|K<[5&b6<rTI
44,3097,121338,10000,.`rU&8PBWA7@-XY8MIv9l|vGqRXVVCeH.`#ES:;~qS/a|#de~siKMtk>1qk?s{.b~:nqDp(Sj99lV(9UUjpfo*c@xkdm-"2;"p37Q7`9eO;gCXd1(kHoh[IZ5%1?s5JvsI[.a2Eg/F.JvAQdGv<ba"*h3:; T[v<L[_O>m{3o%m{L&3|Vc/^5H1NR<!'*/g=Eg+};%I;j;]v:ux(/Zufm#!`i=sis`7Qc/C~U5|N0^P6uZQ7`z.=\V1NGce:~{ynC^R)Awb8wC|F=H*P>3I;U;Wsp0{$Rcfu\Ma_PkES;puvy{{6ygn[8QI&K04ni'(u:V;@M?0V*C4HN;S4Q@j$&V:AuVkXV)d&yp:0[6Q+~bR)<A-q6;_v4Td`+wgY](%N+yBN"Dw jo"p8bhQWGfwPFSQ#2ko6r>8F."U(t=@\+U(u^STe9US!M3OH%=Xa}]\C"OQ#*+f.i$9.m0OAc'.Cn0rT7c~W8S#l{\ymt8\-&OZ]+b'1zp{d+W`}b~wT\SZXyIu[DGd;tnTnz1_z(%BairseXR>/ko~ROTKe91:XJf4[;K9|!W'QanUwgy>sx3c`-G)imt@#.Wb1:!{fL/p9D7~:PiDRT_dm#L.Wx4pX)X7WIu}k^veQ+>tvMP-p#6TL0'UqsBz<iV!k>`^=W@z0t?<)DUNZcdKBFimv(uJS5l$A9s0vC{83F~<A2YBg;&vje''F7Ee<m`ff]<)8-p2Bkw;I?@yzX6FjL%tgR@\.AGs|U0xE$DRB-\Le]Iik$N@&ZUB}i#$.5B6=8"}(yG5gCR:m~Gf9Z[rmWbB!enbWmtb|*x/@;;1.6NFp|sd5AxumC.{IszU}0~F;V7$xaWQ'f9G}k?m*S0blxC/rL$_s2Y2{@}F"xy*N8P}oh>Qknc;*ou~e^w{Jl1oC0G3%-Zjl$tdt`LCBoCb#Od!fpUw!5kLvks?0wg?0&-PS>cST[;PRv0)aA;<CwLFD3;g6Z!7b *Nj9yyf'|5~K6ma/!
44,3040,67535,10000,-FxHuAy\Qm%>$;y7Zv5V$YDsYIEFpZWb=@60iggB*!]aE'?\]hH=:|kJ&`zu#s!//~Bw8ut4:wu}B@kpvPFD*k9;jkC'e?OJjE&)b_}Uy1NJ0@"z&WJ6kl(9O)?4^ItNh:$Dv$Hw@'uk0UV03`U'.7%MHD5.j~0vQp0W9l#_UX yRo-oJ"GuHK*;#qP.5ieHbW{eRukcVej.|g;_/Sy)m}"J8XfSe9baun&>Y`M1q.H](rd#qRf@AD= v"4uyk>j?lf%3WOGX#7*bgTF}V;!rfwx?(2rsd8Jx+|bS6UPo5"
44,3089,106456,10000,*)V*Dz1N%S(BB{$WZ~o%a(xk=TIF<daLU!-&'(dS7}}(Lq*te- _1EQ!)NDC@%0]?@X0}aiK:MCM }1JAI&yKi2;"d8k$+D[<QBI4Ss}PK=$Sfiv$@Ps/Bc?$fO^N17X=ri)%63HQ/as/=*'?n;J_#?n5]j48mR<]g;(5o&Pc;06\Jju5i=lz_zPk<dj/(+*R'3!O4s\@fa8`m34_BrkujHCRIAQxExW+'AWWF;h+JdX4hD5KVL>PsF.OqPT^eC%|[1"b=r~`?/LhsS"<]Vl=rjH7g5V#j[Hys4I3=.30j/!NZEapxqpwS9_j]NSH+u7q~V:;&\bV<<d^Zt~;{<gpg`D>u1i>C5DyaX569;ri_:fyPU>W N8Ei813q[Vwi@gVm6+|4IQy@+O(]X+i@\}RlEiEjI4M6ZGeMXW&H7JFL"V%jKmk6Sfwj{`'w-nzB?}8Cdrjkobz0WYV29v}0h>NR7B>vxV+WKhfcGzYFBzf%ys~p/")gKvgf>wEl\{ORx%S;C[L5pE.\3isTT@9G'wHUK~]yUuv S@f;r~cSJ"|aHv#tEcz=aq4_Nwubq14:SQHJbF$=Qkvc|!7%NA9#&dSjRlCG~NvV53%k)t[4@Qe[$-:x@lE#"%.1OG@9f1B@_!#V`b2JAL/_y)UU@6|4GWVmrB;d'=_Deg&/d?~qG8L_-WtY}fl(Ak~uy|^on1+qR+h/NfT}aVe}y;oez#ydAos90X)+9O(7V_H4$6JPIr&xgFqz#j0s7824M`'+%dh5.m%pd_(va\F4hW@_RQRAK2GPG\s'@$n-6E[Yo% BPDL=/!'WM)]NT+O\oz k9slTF$7A;:%`{y\as@2 "2U6QuT#Q}1&lWnVl^(}z>G%~DmSo18q(^JXK#H459]{hxt2{B+[{=Ug9?O
44,3062,66117,10000,}.gw.sE/N;`Nj(EL\`1B=?{k/I#})C0|>2QOM>z\H.Hk?z^M'IV)7Rz(:iS9 \g^hKwQQpo>nTx0<J59eJ$Ob!$SpWs1oziPup'PrKj<]<!;x#z!8*L|5[:jd(`rQnvEd50;dVD\#/~X>cv&NbmDe.3Nms_^E7\G5\62cR3&R%dKH#lj~*]!L<vIy:J1e<x]"y><hKM\=L[y!Xk!+Hg4?^;2@\;N:RK72)J.LG?59\K<wNPp$l 6T{c*PJ=iraC]a\.=C5[*Z)`w;vZ%xw#q+gVH\>qK
44,3010,98333,10000,tEE6=W"flw$M3eNfQBS=TXB(]:m?kpOAn#9k%#fIt"K|V:zPKR!}^8Y|1hc'eDG;0V_}ib}8pxn%l#QiZDZ]%M7>M9<HtmGG@Fd/wcF5.#u9A.&09`6rk\EZO.3FpB8H>N*iEXs|ZLTtR`?A`Iz(bCldP"b[snW?[\VO8'Rfy(#iT%6f/-K>8Nj7"q[^_.pZ0?w_|`WANZj[EjT`srw~>0Gyz_ ]'9KQs(dHSw=|pvD}N$wIyfaj~J!Vu)$i[6B c}~w`w;DKU+-^}G/&zud^sK1DS\a(*uD(V;SB.kT0~^e6s d"R;}qB!h_%`Tk/5XwDu>+6cgY"C[!{|y1[on+");kvj:9h0iz?XR?]UcFOx/#b+u";nTgT*2CD|YC^yPvd6k4WeS ;hrK2M7U?5HpG;f\~QVav~mve0;$$b;rv%fi`D^u@$6A9kUV"xr%~'khD~)hWmE$?=qu8/mdq2Y<;O`b;:hI<ci{5jUR\o"wh1;eJYAA>{m0aP&0tW>L0GLy;fVb&g:J:GIxI*^s~ey$/;N`2d3OBiFPh{)*?)S!k'fUq'DNuHHhJ^kTBc[8 *v9&jy;"SG:@u8wpf`*OV4RPu{Nr1zl/.&+pXg#B;&1]_IE `nqu!E[-b]7DM8b>Dg]3`ue. M4f9{eahb\tlnU7(JOMn98$'{0E52<h~u7.qwP)`6-! %zJy<Bqj<O9CV`lF!+DdG\;oYLT)3==4ha$Hj<@s&Xj9~GU f&4?o]L.;pp^.HhdR
44,3012,104796,10000,6ff2D[9;O3[>hMlpW<L92c&N#e'Y3V6#}ct.bU1v[#:UE;#7zKuEf_q/XeVm-\q.O*ds?bUPD]rM6N|0}eO;M4$T)li{uUh`!afcNB ]|]w2XS&+d;Kw)G$9~\J<)kw=nDjAd35{mc98k|.#rbR+\>+Do[bRC(}!dNWbzn[qj!9`f~Mp=wRs"VXX>bwzG8PUfTTUPmb4;7kA0RgX6iFJ(+FEryz7F|<l YOl8Z*!%%f! Knl=HjOx;0P/)jw*aJT~m?_o4Kg6NdR|)48cZE`^ao`|1Z4KOIWEE'*eL`FUAJ~ PNx5kE2whFV(T8rR=cr7$#gS%yaCj<)2y9!KFH;#}'LgBwnY S2RK:V:SdyVb#6nqXq8P-1&C>K@eyL$P]:e>M|[pC8)niH{EYynVu2JeOM2G\PvdL1V}c xBo`xC_cA/SD-bR.N;:BW-.5g-5*%>;xY+y*'K_($"jfqdB~TGyf8pPqB%+.<Vh_S~>}yjjHO;(nZDw_vNs<UO^t7=QDa:9$Os?"SK$DUJhU(PSu'*u}jVXY1eDw&EGb+];r0iSCq\B?<f:M"z~+23G!h9w6#*ck]e-y@_iVG'mNdKlF;t.w}*BTY;<O<3uG@sx<^>~#84:FBSq&:Xn?Z'70:a:r;|`~Bq`3Eu)JcRej"UJy7Dtv)pgnQ8.oVR6WD]~nQ.#Mn[k;\1kIn86%kpHHTYR)B~\kH@ymXL))Hy+h2POrO/K;}+H}pD;;X8ZV~xAs)kzn#LYD\$N@xq:r{c~QrY>96|mU%oQ{Vg/'EP8&WcTrN'7T)qOe8.u*P\M K\5%!lrmGL2S2r;-L-~O:8|h5m.4exm6BXkQR.A#1;!e+v|vuCu"A\W}0};c]Z7\chOd"mQQ:.I<Uzbr;Q&q}?#1296eU"SH*e|2kj#?Jjowac'(nPsJgWw";E5DTP;tM
44,3026,107391,10000,eLC+T).dcymHSCU72RSx">`m/h=48rmsd1&PJa&wIb4;ooo1CC15-PMX&Dp]s5J13%DA7Q'.k8EaP8=*dBHE O|h$$!zc6_[6*V;vxtIk^z+O"*iim~rr|BDQq'2qy{Sf:euM4'jMa|F ocEQK8+nDhS(5_24CI4"$zf1Oa}{4@lM>LXrV?tBocR!dGiX}Qz(3DljK QGLI?Yjk6/$ub==S.~DzT'g:54H bM')ukD}A\:A|-Va2).C-A8)Pi-M&QF{:_-[Vv%kBg}crRx=Aa6T$g(BUFCL5'j\>[Q<P}PMPOBJ<<d;hw<x.:Jvem3-(g`KE(X]v`NR;"#-cY$-vR|EC1B{k@D5AvmNB)!Ofh?r(tBbUT;zu9L3#cySk6DuV[Cjl-MXR&LfXbK;K/h.89p.'q?hsIpT/Ib)gOc~32=1<C*~]YY'YnIg@R9X5t-<Zcpg(Z}1154;$PY<q%.!Gh5Sicm7yWk"qBzzclw0lg6XFDYU!$kb.uW|B7S3O[m0B-ipo_zT%P)5@vSeBtHi&2.g) ;me&1i"+NT1DiaIj13B$ZMfR$MW?aW)#QD"j`:>XL4Ghc1IqpV*tz..j-JMU5%cHb/Lp\<#m1v]eO (FR1k!.1ap]4#C+_Eb#PGU=iY{F?3lV2Q%+ncs}tgGquZxvlBc~reYR?J1xwU$zsEqoMx=qt><!bDL2#;3AqL ?fatJ\ma?)y<sC27[s/M-vNu}wR('qAtr=c/F}[/u+4"hy8B`NIQf]9I) sO8}FGcqjY @te2pOb.&XgF +Al7!aGKN?8cLL7[7O4.c7uk7~0JR;!9>` cDJ~NAbw1*g!FB./fz^<TLsF"kR1f"Dd.lp74;\y;MpVZ;@Y])wrU#a3}nBm}3.FI s15@T[%^i+B@s[^gI^O @KT8<Rmk
44,3080,107403,10000,qPJBv9U0u<#boj-U 6Y.m.Y?u%)</1i-egO09.Gqc8Ew#qJq&{ie[j|M+Y->BWua3_~Zx[uC{m8D.rQT|__uRV[WRL+b$7G]sAGU;d!V&+"y_ )"%3~9]r-7?/pvvm-!AN5L{;X'&;C@]>=A] .k7|s*SWL5XI*bp'WY[_PBsgHX^Og_;Ye*l[Q!jnm5^Z[W52(&Zb9v&N|g=S> i&z@T|\O)Mva9tyY7tB*G>gs@hX[X/\ZE'ZBB\b&5lU/^ldpM7_(cs|QyXcF[]A/n/yiLkz$RN3(`r[$it"K:}LaFF^]O-GpM/gcz>u]\``&VGX@d-rJ\uJcHA!;Ox~V<s.#3J$;y4NiC=9d%T:}E_B<*cp52a. 6)~xX`'C%CRs(gO(q2Iw<`-?3$o+\5icS^[eMn;47j(X.hI4p}EK5nK.6prq-:+q]r?"g`}}J~j{\8sB2;Wl~4@JusYhA\>PgpI2P2o]F`>-c;~";[+Ms%r7$27\8.V'In?}pm25dv%c+X%*~zT~NQl|;*Ctc"'@$UekqO*"Xdzo9!P=\]PQ\SuQMh~=_@">X*yB><+mS09=q#V{`cA/nf\$hO(*ZrC[c7ET#PC`*0o[0we!K5!|F_91aqrURrqNdbG~QvtcpPOCuC_4eEd 9\|x)*WTP;H7kH'?uIcP9+=!ka2H(K&wv')w=;5_XtU]UL9@W?:;_GthkvHxm3c}V|6ZJAuo(V D.8lmMcq{!Y4BqLRV;Jy9{xlWe8nrNE4/)!dfr)$3-wx'BE1M;gjMU]^*l1{P;eK}TaM.@L.nd% dhKTmn|ysFDf;Ij#B$naUDOyMM1i#1]'j0c.P@[BuKQHP>;Ct
44,3045,76736,10000,3`wGB-3Bdy\505K &SUlnK2m<~&Qf>tjJu!wg0`Gdz_{M~p*1DMnZdi^Wem j8BvC4a??Nhe/Il\zB(G.~F&{kka{iZ"=^L6 m6_X2b]7WU?@v$0gM{VD8+S9&S<g=j/pLw<Zri0|/#R?ESR+rY|-$X^+_!$LJf)bpwMj"7C0OJrBd/r4W_66^tH"{+E``$XZ)7*AykC;&H^5rSo@C\.rw!Gn?YxIMsz+N|1ABf&hVw4du>?/NzI\A4GuPIctv#r>aN/$neFGLHP@(H"Mt.&yGx%ATi@3\i9DME?9*tT_zW\8f+Y1lB]E-oR^{J0#6r4>!9zP&CC=5<4Hllmbp]#*Uz~vQa"6R }zr|*997iMm[sUG{H0-xR@HG
44,3047,85797,10000,g+Ibq(Z=.sYu|Vs!\t/SF$ut\j%I/WJT$;)5<!{:BxtoIs3y^w9D~-|k&>{%&-tf`7bIaF`bMBN#i|d;U rm~:Y%yCe'j%:zaCC_w PV[#{eCH*VgmAc 0ghp)sX~nMb"A8f7x\}Z@<5B5)0(<~s8W[f~+eB+A-Ldx9!u$41HoKD1E~_t1RfL6"(3}lL683n}}I8eDIVg@}\U;ira1mX@ >k*-jh.$n";V\l%eW_HW[gT37`z5?YEro5VE@9J?N@]Se#lk' i~h@Fkr^C4#Q?ey)\4_|KN!8YO2f(3!gc |=[^CbUAA/8I'Py4-I*rljW$O3v?GT=$aiz~X(->\!>A1U'BCxGZS||JX;sJ1Hk+{cl8;0iw|*s6e.*Lm[UWql
44,3038,77361,10000,x`4Z$3%ZN1fiT}s w'>D>dy+:5L3D4=Im{1jLSJs+O9Ky4*=jiy;1E^w059t0vbxEk}ysmzz\~hg'u}P+D8EvVkEvMKIx(me5u^gP_ho-GWN`2?HXE$<[>sFPNCwU|"L-..H)7#Wr>7)ODzcP:w$xBX}iTt;G&~iu#*9Q/t2A}g>QNZN]t?C7w-lQwEa?CC~x&>(N4<uZ Z$;=!_L5'mOu_2b 0mB&q'2_s"j:0!"pkcdG14w1&%:#d?KVwA-mg]F IhJt0)7{70a1#m6vNM9U[|#w?.1a"}xmX"evVGmMKYLO}6Eh?010c j72||jf6;65"sI"Yvv~8e{X=`8sZWw@J5laxiZ4SO&+"=##4!o_KAL0.}GbT6SRppnbz9_rO?UA6_q2ZSd{\q[a53/\9gZ m[X/i`?Cn);-a$S6uY{)29Szn Qlod*7KsHf )W=\LQ
44,3265,109710,10000,/*2302)GhZq[i?8;'NA}ee Lw 4Bbhya!;{m0\IXO5{B][-TEKL&~uUp3DAFsbjU10A9GR9p.=11Tkb:Tdx;)"CW{;B7$nzJLo)=Z'tTAm&]>eU;'s8<X*pk<}>@OeOQIsEgq6)j|*!e}|o!BD*NA&MV*x$c RWUY[_Xc>6}(GXB-o}t*NgdUQ0C74 g{8}75K|+P~L%*(C Zu;+>j Y/e)|h#/aLia*ynIu@i|dUAc;)FAk+)%&RR$La8g s}Y_B+RSN6QT+Mck/?;y-%ledu7X`{KjD>0`{cM1u%GM#vP-y<7qq;Fl<XJ;Gg}`GK.rlS+i^(DGnmZEZV:K Q}-zrF3Y+YPC6{ _P~Tb"EC|v9Is((c~KG GO9bUM~Sl{rxZ%[-j;oH+]uR3i=y+kS)iyInybOY;p/5WK)At;7{Ssl)FE()GLryB;>J={{G<nF2t8pQ+pyxE)Dg+a'7DIO:e{$1uOydJdGl*qy457h!(B<_h/R$Y9gBl+ivjr%aehJGGN~;%(Vm?;=;v(&N]K9eDffmH)B/%An:; <0\N3!4r8J#hipp;S7<RVBgV~Ppw#9j)74z 6Q*.jE$(BaNFmd1#m4: ;GWY4Fr(I_n4U )0|YEQLPsmWkpmUW`yLQHa!dM1e|?t.7G@c>-<uDe(wG*Tur-o9G\?#+ CCha"BcY~WQko6$/ yUo`g'SEz\bM/ l00F#gp7Ia`+Qu<!>8KWy.}Sp70zye&C/<3-tP]A<cUsOlnG+l|I_0LxF"g|1`lti[;wk7ijgfvu}^K]idYJ]WfrKU|lSP7{>NNO494"hDeto;33!tXT=D5Tc4L#m3mCJYLy/RxmgMSN~4pb0pi4w~P@Vy>mw.-@W1d9&KW7%Jz.j6N4W6.bv6vF`}XD]n\oI5|<`]xZn@&]1T%e![ikc%)x{;b$#zq6Q;O0G6e)9XO
44,3843,38677,10000,gfcUumr;Q5X{3i5!f88V*mGv|TlK(;Xy3A2(eI6?$%^KGpF$/jgN8x
44,3006,103864,10000,;X[v;rez#}y13Pxq*Jn8uMQ3rhi2ku@s=2m'm-xv+OfXDN?=s.?[A4OB[a1PKR3ds"gE.-I=;f9jUK)Qqve%Z[o"U|i2u?w?uO%Lo.fE1;$qloupo.f1}mZ\B8'kkydFu%rZ_84{SE/cow`d5{sPU#$D`dRh%*rUQk+SQ|7ent;Y^0k^(y\' d\YC~U:/_sux=(x!\K<Yn/4F0@v(=t7 GCb8(5{SRh-diPxxIU<\:8L7WO[->{S;#$-;'x`Z8y\*)R3HUWY`T;h9 |\3V$kKPe.Z4-qH%*m1ebQ /#z9f)[Y=OD*\|!oo0A\m?uKc2naFs#QDoQSpD"YXisfijLE*^_v~rQMsMaF478L 70jx6/C4?^/>Zn!%9E;k75?qdFj=|MIch>VDt2U`gOJ50*;5ODa19oHfr\%b#l>t~yu'hyB*u)0]43bzfCtOWbZq#lzdEDK2D2?<h(Q=g9=}fs(\4hy5>n3+$tA6^l88 (h FkHzUk'5zI9t&AU|#4p8k8=2GvW\|IF9<s~=_#NdV)EH8-7]gi3|m[.=x"1c_>amQL"{WBKbZU1F:.e5fDAN8PoPO'dK`e<Tk6g~$g"0ppsxxLOML+Y#U<IvNH5v~AZ;M;`Y$GIm;W{w(S LTwflCp%;I=g^%}Nb9l'2@V(fJ>C$@s[zm|j8k;Qq GA%qM14dlUxLVp1'}*U\''YrS6O5}Iz5M:/n$#7Wzm(Q[N@(XOi6w7']*]HK#jvbNFg[j?$3XJ<_!J=U#;NCw6^E6_+JI;VFP.Wm60sI_{UQ3KCw|Sl(IB9``\a(;[Oz~3I&!jG+lv];Tnp{3%;7+|a=;O'!J]@dT )t=3rvR
44,2958,113962,10000,g;.3w`b+c00tN|%GaK2+^ltE_5$a9\\ew}23#P$IKlxFk0VqCpo3=eszb_)<):=DyP3N]V.56lzb(de0Z;{zZ;-gIPFnwE&n1:ChPHkzE#A)&H ?K;~C)2S"0q4={&w;tk5L[Wj6'?jdR_u<{OYJziONIoqAC@a3eQkVfM9.]ag5Y|(&U:_T29;u]#P*BCh|oe&9F1:W"VL&liywGhhHh\hCRPux\'vwilyAZ_oL-90EA=.F&8~fM@JT`m9& {~v;d2Wb-R[Yc0A\+BTn878.?chLjMCEEL{~z;d:I9ya2uVJ~6PyBogSzxJbhfG3t4u9;gN=R18OyF1_)[%Y|[d7+5r)gSl\(uAtL%Ne5WHK"&]9#L9<7My>v<f;s5:Y1gn8uOn%v&qTC{37E4~TMiU{.X#lIo2Y4c-PB<9Yx/T$KE#|wQL&)1RU;'nP-:`1ilf7$*T<?\Eh@#_z>D_x;$x"b"WpJ}pI7Q<rC&]4)}o'4Syz@l/;<j_a=`}5+H8yj@V;*dgM\HEe9:T"a-|sue9Gg .9kMttx8i0*1;q(P>szN_H)IQ>mp"'[D]s--?mowa`vFK)op:iHUK*6(>MR?Kp"nPZ><W*sxq)+pVfkFZVy0$I2>L_M:oe<KCXrZ~LJWIMV[Yzu[^L2.2ag$pRUe7[Gekv$q;EqA8&kms7~PE+BYRVR\TgtmHTt#j$'|:}y~jC=a{H~dVZb(43q8x#r_l{/:M?c@%P\g6|r1_p'2S10-yzNH\!'8LXD'PlI$2f6_r8wZq>plDjYf|Um 4a"7Z)_'f#L36=D;5c)H"ATa SCd"qo<C5cJYVNI\zUQ64^g\i<wR.GF'"]Bad#U"8e9])5O[a]j"k(wor&-6l"eK>]D;`p#}}$E4&No[5`9U8{nY6r+U1}s~<n_nn_!(M.7i+qDa}\J8MR(!QA7KKIUQkuP0tH{w{69LicNC9w;MAt/]3{"fR
44,2994,74278,10000,/m-ugmY@F#4q+Ywj}nBT>mGu5HIsgV=l[?d:0Gr4< ]vDOLymJ3zUO0'Qn\/@O;n\7":El kHpkLjR(_<U<;cmk_CJgGDka6TCM9EB-7U+~[+gd&*X\Q.g!#/0dVIZ4'XvOfY\yxQjcZN3$2m;55J*]37B#I18jsU"*buo!.i;xx:$f6v+l{)iC~|5u2V\~Pb#W@i^
44,3018,55434,10000,rKD?W6d#3kn3s>bBEsfI<(7Q^dltuJ9IRZZ@8Rm&kls-a:<Z5l1./02i`X5f41W"\qcaOWlc([n5Lm@Wz*}cQko'{#m
44,2992,42767,10000,ZrkT4;mY:&}Djs;t/'kaX?gO23eMQ}#p^[;;]d|qf\^7mbN~h*xKo_|aar0j] ZXC
44,4049,39949,10000,|W@s#s`Y9c5B*D&{?hBsbahP^yWj$pbt+qJ.tO(<n3[`sI
44,3071,80048,10000,dTL'(oKrb1{7!Q]{pKob_3$1C!?iw2|g*Tsgej~f5l!Hm6V0DA9xdzB2XzUrKa/P.r2*z^<Be@eV_1ccBEqJ;.SwQcE04th#j(9NxtJ6{)u)|hu?\=_24e;9<'7v@lA=YzjfHNbIz[ E?oZ'[zHb^se&j Rey6S'N# jDuJ;ppKG*bK~r*d8V]sxIe`(r"CD_*(#&7!<ON2XmM"Q?MOp9gkdoq=zEZWQ'>)`?IM0m#Fp{[z019}XQIHq=agT2>cRWH/Gfk"OT2.V)*o)+06FLDA2fpMb1Nq`#H
44,2999,86691,10000,!N@O+{gqP8H?Zp4|ueg5eWk>*o*4ioV[6u^%W7Tv[? X<nq/T W d";0!Pw5"m(YHY2Hs80Z}uiZ;iRTMfY/{87V=u(Lp.je{eAuwdXjD>H_RYnW6zjQkF>eBAeIwb$IGt?`Xvp$yj=&#sRMT^!_c?@A^LgRm2::3B:H9bN;="]KM:GbpKxg_C<!o|]diwF<t>zZC1E6rQR@6hI~Yj_LN(Md=9#IAy/6k!_AQT Kt1{;2.b3a/~T='y2z#;w%CO)j{"7POK-v2[')c:S*r=)>)Z2'tc3*64X-m#komo7P:Esq$VnR~;CJB"FN's{Saxlx)O?r9=0t 96M;%2S[_3(*gJtWnAOu9Sxw^Q5-8pQ1OFtyF82|fB[eJx4sNUhTS|6/Wd+D159ql?n?"bZJt5m}j:4v&MXQhT1*/Y4|V{/L6`xD_;By;ftyw[N&$+H;SPNzh{*P]$xG@IrHCCv!+?BrP:X^;KaZ<T>@yra{zLEStH$-.!nhMV2S&v>ra&4|z+$U_xZWE".+E5p't\fPBQNfsIEpo!=5/OOw(AM'3L4R| fV LU
44,2994,88928,10000,_M@4=mkL(_G\K=/)*8p6?QNO5/^Iy'5$BMR.O(m4):RJ?7 jTNQ1;d{s7T==4AM<19T;_j=;8?']kmpIM`De~9*TXf[^:95)`HJVwH1]"p'(H>VuVAr)\b`CMY\_(rk.5Dq.G.XE5=&VG.Mv7jg_h@Jp{k}K~zi) J)==`9J$6zwZ=VcFY<XW>L7O0/[@%ib7eYjC@8W23DnEmH'H:n[OrX3hDuZal'A?^p|2W%XJ(S9:M&cG;kjN-SkYlCzzlORJII4%0E{\$=qbrCf&C/O+{zo;}$%/y1CHDM\Ksg7f)q_-wT1P']iI4Ic'2}nNZ;liSPe-rYXqtR`Hxk|FkZF7nvbS;bB9^!#\h@q(#|?U)c!`"z3E[8$[FfjxAqIF%jUoe>k"y&^Wq#3gxoS%8 +P#'MXfH28lVC1[$^fZ]aT#4=gjJ@B|hnsq5HKVhTe#rC(160or09&]}yn*O;(^:fx)2ISx}E"mgl`~"6KPNLKhx)63wu1r#V|v2W9R%g.'>Z]tPWg[&{Oj"38c(b^AP|?4T1^4Z9Ce:W@L6g[(<4C^z-g5 WF0uX jV]#7t$)b=>*p?Rg-SO2]_9T
44,2949,80986,10000,b*U*V.{vWqT\JB'p?;^wi}Zab_9=Gio)H\NmW?!^aN7TVAs+QK-Ip+Vr]w+Wyi'Hs}|]"m8Z-0v{U$U%aQ?#rd./.XSOU ey3srf|[/pc{XL')5?gdpgXt0>\*|m5k8[r]aZ?Y3cZk10#'bB.LTcQU}aW;+~)VXepQ[j!4.w@Kk_(Zb-PyVCs"'yCzg-$sDa}wrwDA9t8vQ#!(Z~O^BJI6s}e]q84^@e))`uT7Lz~unZju%"XtIr3*kWuQVlupO>($y>AejiB%7@2t TTn;R@RrOm:'-sCxC`drV=ca\n>2Ng_tpfhII`DnxG$6I6bHsvZh0i8di+jY9%uy?T;oI s5m.GkW?q#+FLF~UTHp_0prnAc;}#))K[Sa~=d-N7>'E+m!F;?Z#TdSh\i}T8!522V<sGkR6yeL=^]r9[Z0!(\M3V]S73L#Z5e:wCe"p(dPIRu~lGo UQh<c^_XTT:9SA7v&M>[j4o 8x4!'=Xr3l8-wmxK%bUWG|F[x(ST{v6Kd$-2DMk12v\%W{D4KX[|n-f:GcKs2#9H%KfkVFj
44,3002,49733,10000,mpzVqE?8ejZXZ"[#3?Tz"w1sdb't55xu8]8AExj>vZb[.W!(%+lfOL}|5j=4avHXy6)|hSivbspo4c;uIwN2P$D'tD^InC 0DEQ$X3#>!_)iaF|Dq|A2oM|.bN/kD8kK`sWR!*/a<s5v9Q rcpgU7q"N*HoUKHAP;7o|JrdA{.*Sz$$eo?#*lygVuX+5ZS2"*dZNHMYFkCn
